ObjectID *,Shape *,Type,Title,Issuance Date,Year,Cancellation Date,Cause,Count,Monitoring Station,Location Name,Statewide,Island,Island Wide,County,Advisement,Volume_gallons,Status,Latitude,Longitude
211,Point,Sewage Spill,"Manhole Overflow 5307 Kalanianaole Hwy, OAHU",3/6/2012,2012,3/13/2012,Heavy Rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"Due to heavy rains, 2 manholes located at 5307 Kalanianaole Hwy overflowed and discharge entered into ocean.  Situation is ongoing, warning signs are being posted, and water samples to be collected.  Public is reminded that there is a Brown Water Advisory for the entire island of Oahu.  Stay out of streams, flooded areas, and coastal waters around Oahu.  If the water is brown, stay out.  ",,Closed,21.27755,-157.75029
212,Point,Sewage Spill,Manhole overflows at Kaneohe PTF,3/5/2012,2012,3/13/2012,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,Heavy rains caused two manholes to overflow at the Kaneohe Waste Water PTF.  Spill is ongoing at a rate of 300 gallons per minute for both manholes.   Discharge is entering into Kawa Stream.  Public is advised to stay out of waters  fronting Mahalani Circle to Kaimalu Place.            UPDATE! 3/9/2012.  Heavy rains and hail caused another manhole overflow at the WWPTF.  Public is reminded that a BWA is still in effect for the entire island of Oahu.        ,,Closed,21.41491,-157.78302
213,Point,Sewage Spill,"Wastewater discharge, Keehi Lagoon",2/19/2012,2012,2/28/2012,Cracked pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of Keehi Lagoon near the boat ramp areas of Sand Island State park and the adjacent channel due to a wastewater discharge located at the drawbridge section of Sand Island Access Road. The damaged pipe is a force main owned by the U.S. Army. Aqua Engineers, Inc. is handling the repairs. Per information from the company, the discharge has been stopped, water samples have been taken and warning signs have been posted along Keehi Lagoon and the boat ramp area of Sand Island State Park. In addition, a press release from Aqua Engineers has been issued.
 Signs will be posted and the public is advised to remain out of the areas until this warning has been removed.",,Closed,21.33135,-157.8894
214,Point,Sewage Spill,"Wastewater discharge, Mamala Bay",2/19/2012,2012,2/24/2012,Breaker trip,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the waters of near the Mamala Bay near the entrance of Pearl Harbor near the reef runway. CWB was notified of an estimated 70,000 gal discharge of effluent that had undergone secondary treatment and disinfection, but not sand filtration from the Fort Kamehameha Wastewater Treatment Facility. The bypass was caused by a breaker trip at approixmtely 9:40pm for 45 minutes last night. The outfall is located 1.5 miles from shore, however the public is advised to stay out the area until the advisory has been lifted.",70000,Closed,21.29136,-157.95621
215,Point,Sewage Spill,Waste Water Discharge into Kalihi Stream,1/17/2012,2012,1/20/2012,Grease,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,A manhole at 2152 N School Street overflowed due to grease blockage.  Approximately 75 gallons entered into a storm drain the empties into Kalihi Stream.  Warning signs to be posted at daybreak.  Public is advised to stay out of Kalihi Stream from the N School Street bridge to the N King Street bridge.,75,Closed,21.33951,-157.87297
216,Point,Sewage Spill,"Wastewater discharge, Nuuanu",12/11/2011,2011,12/15/2011,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Waiolani Stream from 65 Ahi Place to Vineyard Blvd. CWB was notified of an approximately 500 gal spill fronting 65 Ahi Place. The discharge entered into a nearby stormdrain which empties into Waiolani Stream. The flow has been stopped, sampling will be undertaken, and signs have been posted along affected areas. Teh public is advised to remain out of the stream until signs have been removed.",500,Closed,21.33548,-157.84256
217,Point,Sewage Spill,Waste Water Spill Force Main Kailua WWTF CORRECTION!,7/31/2011,2011,9/8/2011,Break in Force Main,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"20,000 gal waste water spill from a force main occurred at entrance to Kailua WWTF.  Discharge entered into a storm drain that discharges into adjacent marsh area and into Nuupia Pond.  Discharge did not enter into Kaneohe Bay.  An earlier notificatioin was in error, we apologize for any incovenience.",20000,Closed,21.42728,-157.7522
218,Point,Sewage Spill,Waste Water Discharge Ala Wai Canal,7/14/2011,2011,7/15/2011,Grease in Line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,An overflow from a clean-out located at 1830 Kapiolani Blvd resulted in a 75 gallon discharge into a canal that empties into Ala Wai Canal.  Warning signs will be posted.  ,75,Closed,21.29084,-157.83405
219,Point,Sewage Spill,Waste Water Discharge into Nuuanu Stream,7/13/2011,2011,7/18/2011,Grease in 6 inch line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,Grease blockage in a 6 inch line caused a 350 gallon  manhole overflow at 1629 Waikahululu Lane.  Flow entered into a storm drain that empties into Nuuanu Stream mauka of Foster Botanical Garden.  Public is advised to stay out of Nuuanu Stream from School Street to Honolulu Harbor.  Warning signs will be posted and water samples collected.,350,Closed,21.31833,-157.85649
220,Point,Sewage Spill,"Wastewater discharge, Mikiola Dr.",6/5/2011,2011,6/14/2011,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by City Env Svcs of a spill of approximately 1000 gals from cleanouts at 44-217 Mikiola Drive. Due to proximity to Kaneohe bay and the heavy runoff at the time, it is assumed the discharge entered the bay. The flow has been stopped and posting of signs and water sampling has been initiated.  Kaneohe bay is currently under a BWA and an advisory for a sewage discharge at Kawa stream.",1000,Closed,21.41211,-157.77345
221,Point,Sewage Spill,"Wastewater discharge, Kaneohe Bay Dr.",6/5/2011,2011,6/14/2011,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB was notified by City Env Svcs of a spill of approximately 150 gals from a manhole fronting 45-035 Kaneohe Bay Drive. Due to proximity to Kaneohe bay and the heavy runoff at the time, it is assumed the discharge entered the bay. The flow has been stopped and posting of signs and water sampling has been initiated.  Kaneohe bay is currently under a BWA and an advisory for a sewage discharge at Kawa stream.",150,Closed,21.41113,-157.7792
222,Point,Sewage Spill,"Wastewater discharge, Pearl Harbor",4/3/2011,2011,4/5/2011,Failed seal,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the areas of Pearl Harbor between Piers Sierra 8 and 9 near the submarine base, due to a wastewater discharge at the area.  CWB was notified of an approximately 70 gal wastewater discharge that entered into the harbor.  The area is restricted to the general public, however signs will be posted in the immediate area.",70,Closed,21.35302,-157.94077
223,Point,Sewage Spill,Manhole Overflow at 124 Olomana Lane,3/31/2011,2011,4/1/2011,Grease and rags blocking sewer line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"A sewer manhole overflowed at 124 Olomana Lane due to grease and rags blocking a 6 inch sewer line.  About 1,360 gallons of untreated wastewater entered into Pauoa Stream, feeds into Nuuanu Stream, goes through Lilioukalani Gardens and empties into Honolulu Harbor. ",1360,Closed,21.31861,-157.84968
224,Point,Sewage Spill,"200 gallons waste water enters into Sierra Pier 1, Pearl Harbor, Oahu",3/21/2011,2011,3/23/2011,Operator error,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,During unloading of waste water from a submarine an accident occurred that blew off the sewer manhole cover and resulted in a 300 gallon spill.  About 100 gallons was captured but 200 gallons flowed into the waters fronting Sierra Pier 1.  Warning signs have been posted.  Military and private commercial diving activities around Sierra Pier 1 should be postphoned for a few days.,300,Closed,21.35302,-157.94077
225,Point,Sewage Spill,"Wastewater discharge, Pearl City",2/4/2011,2011,2/16/2011,Force main break,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"UPDATE: The flow to the canal and Middle Loch has resumed due to failure of the emergency line. The public is advised to stay out of the canal along the Pearl Harbor bike path and the areas in Middle Loch near the mouth of the canal. Commercial dive operations in Middle Loch near the affected area should be postponed. CWB was notified of a wastewater discharge due to a force main break along the Pearl Harbor bike path, south of Waiawa Road, approximately 800 meters west of Lehua Ave.  Preliminary estimates are at tens of thousands of gals. Signs have been posted.",,Closed,21.38739,-157.98535
226,Point,Sewage Spill,"Waste Water Discharge into Kapalama Canal, OAHU",1/24/2011,2011,1/28/2011,Grease build up in line.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"A grease build up in the sewer line at 1622 Ahiahi Place resulted in a sewage leak at a pipe joint.  10,250 gallons flowed into a storm drain that empties into Kapalama Canal and eventually goes to Honolulu Harbor.  Public is advised to stay out of Kapalama Canal and commercial dive operations  should be postponed in waters of Honolulu Harbor from Piers 37-39.  ",10250,Closed,21.32841,-157.86269
227,Point,Sewage Spill,"Waste Water Overflow Kaneohe PTF, OAHU",1/13/2011,2011,1/18/2011,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"Heavy rains overnight caused a sewer manhole to overflow at the Kaneohe Pre-Treatment Facility.  Approximately, 3000 gallons flowed into Kawa Stream and then into Kaneohe Bay.  Public is advised to stay out of stormwater runoff, flood waters, and coastal waters.  A Brown Water Advisory has been issued for Oahu.",3000,Closed,21.41491,-157.78302
228,Point,Sewage Spill,"Waste Water Overflow Lihue Street, OAHU",1/13/2011,2011,1/20/2011,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"Heavy rains caused a sewer manhole to overflow at 85-751 Lihue Street in Waianae.  27,700 gallons flowed into Kaupuni Stream and discharged into Pokai Bay.  Public is advised to stay out of stormwater runoff, flood waters, and coastal waters.  A Brown Water Advisory has been issued for Oahu",27700,Closed,21.44867,-158.18788
229,Point,Sewage Spill,"Waste Water Overflow Piikea Street, OAHU",1/13/2011,2011,1/18/2011,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"Heavy rains caused a sewer manhole to overflow at 1718 Piikea Street, Foster Village.    Approximately 3,975 gallons flowed into Halawa Stream and discharged into East Loch, Pearl Harbor.  Public is advised to stay out of stormwater runoff, flood waters, and coastal waters.  A Brown Water Advisory has been issued for Oahu",3975,Closed,21.36757,-157.91554
230,Point,Sewage Spill,"Waste Water Overflow Waianae, OAHU",1/12/2011,2011,1/20/2011,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"A sewer manhole at 87-154 Maipalaoa Road is overflowing and entering into Maili Stream.  Flow is ongoing.  Other sewer manholes in Waianae and other area of Oahu may be overflowing but difficult to see due to heavy rains and flooding.  A Brown Water Advisory has also been issued for the island of Oahu.  The public is advised to stay out of all storm water runoff, flooded areas, and coastal waters.",,Closed,21.40842,-158.1755
231,Point,Sewage Spill,"Wastewater discharge, Kalihi",1/8/2011,2011,1/11/2011,Grease clogged line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Kalihi Stream from below 1457 Ahonui Street to the immediate area surrounding the mouth of the stream at Keehi Lagoon.  CWB has been notified by City ENV of a wastewater discharge due to a grease clogged line, from a manhole fronting 1457 Ahohui Street. Approximately 1175 gals entered into a storm drain which leads to Kalihi Stream. Although the spill is not a City line, the City crews have posted warning signs along affected areas.
",1175,Closed,21.33891,-157.87693
232,Point,Sewage Spill,"Discharge Undisinfected Secondary Treated Effluent, Pearl Harbor Channel, OAHU ",1/4/2011,2011,1/6/2011,Loss of Power at Fort Kam WWTP.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"A loss of power resulted in a 110,000 gallon discharge of undisinfected secondary effluent from the Fort Kam WWTP at Hickam AF Base, Oahu.  the effluent was discharge through the Fort Kam outfall near the entrance channel to Pearl Harbor just off the ewa end of the Reef Runway.  ",110000,Closed,21.306979,-157.956671
233,Point,Sewage Spill,"Waste Water Discharge Kaneohe Stream, OAHU",12/24/2010,2010,12/27/2010,Heavy Rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"Due to heavy rains, a sewer manhole located at the Kaneohe Pre-Treatment Plant overflowed and discharged into Kaneohe Stream.  The amount of discharge is estimated at over 1000 gallons.  Warning signs have been posted due to a previous spill discharging in this area.  The public is advised to stay out of waters fronting Kaneohe Beach Park and Waikalua Pond.",1000,Closed,21.41491,-157.78302
234,Point,Sewage Spill,"Wastewater discharge, Kaneohe",12/23/2010,2010,12/27/2010,Clogged line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Kamooalii Stream between 45-521 Apiki Street and Kaneohe Beach Park, and the waters of Kaneohe Beach Park at the mouth of the stream.  CWB was notified of a wastewaterl discharge from a manhole fronting 45-521 Apiki Street.  Approximately 435 gals entered into a storm drain that leads to Kamooalii Stream.  Warning signs have been posted and sampling will be performed.",435,Closed,21.39483,-157.80223
235,Point,Sewage Spill,"Waste Water Discharge Kapalama Canal from 1015 N School Street, Oahu",12/19/2010,2010,12/22/2010,Sewer Manhole overflow due to heavy rains.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"Sewer Manhole overflow near 1015 N. School Street due to heavy rains.  Situation ongoing, over 1000 gallons entered into storm drain that empties into Kapalama Canal and then into Honolulu Harbor.  Brown Water Advisory in effect for Oahu.  ",1000,Closed,21.32769,-157.86431
236,Point,Sewage Spill,-155.08864,12/19/2010,2010,12/22/2010,Heavy rains.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,Heavy rains caused a sewer manhole to overflow at the Kailua WWTP.  Discharge entered into marshy area north of the plant.,,Closed,21.42728,-157.7522
237,Point,Sewage Spill,"Waste Water Discharge into Kaelepulu Stream, OAHU.",12/19/2010,2010,12/22/2010,Heavy rains.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,Heavy rains caused a sewer manhole to overflow at Kakahiaka and Wanaao Road.  Overflow entered into Kaelepulu Stream.,,Closed,21.3911,-157.73101
238,Point,Sewage Spill,"Partially Treated Sewage Bypass, Fort Kam Outfall, OAHU.",12/19/2010,2010,12/22/2010,Heavy Rains.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"Heavy rains resulted in a bypass of 13,000 gallons of undisineffected secondary effluent from the Fort Kam WWTP outfall near the western end of the Reef Runway.  ",13000,Closed,21.306979,-157.956671
239,Point,Sewage Spill,"Waste Water Discharge into Palolo Stream near 1521 8th Ave, OAHU",12/19/2010,2010,12/23/2010,Heavy rains.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,Heavy rains caused a sewer manhole to overflow at 1521 8th Avenue.  Volume is less than a 1000 gallons.,1000,Closed,21.29022,-157.80028
240,Point,Sewage Spill,"Waste Water Spill Palolo Stream, OAHU",12/19/2010,2010,12/23/2010,Sewer pipe failure.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"A sewer pipe failure has resulted in a waste water discharge into Palolo Stream near 2010 9th Avenue.  Approximately 4000 gallons has entered into the stream,  situation is ongoing,  and C&C crews are on scene conducting repairs.  ",4000,Closed,21.29978,-157.7948
241,Point,Sewage Spill,"Waste Water Discharge Hawaii Kai Marina, OAHU.",12/19/2010,2010,12/23/2010,Power failure and standby generator problems.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"A power  failure and standby generator problems resulted in a  waste water bypass of 85,000  gallons into the Hawaii Kai Marina from pump station located at Lunalilo Home Road and Hawaii Kai Drive.  ",85000,Closed,21.29614,-157.68904
242,Point,Sewage Spill,Wastes Water Discharge from Manhole at Kaneohe PTF,12/19/2010,2010,12/22/2010,Heavy rains.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,Sewage manhole overflowed due to  heavy rains at  the Kaneohe Wastewater Pre-Treatment Facility.  Over 1000 gallons entered into adjacent Kaneohe Stream and into Kaneohe Bay.  A Brown Water Advisory is in effect for the island of Oahu.  Public is advised to stay out of all coastal waters impacted by storm water runoff.  ,1000,Closed,21.41491,-157.78302
243,Point,Sewage Spill,"Waste Water Discharge into Honolulu, Harbor, OAHU",12/19/2010,2010,12/22/2010,Heavy rains,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,A sewer manhole overflowed due to heavy rains at the intersection of Sumner and Pine Street.  More than 1000 gallons entered into Honolulu Harbor.  ,1000,Closed,21.31708,-157.86838
244,Point,Sewage Spill,"Wastewater discharge, Waipahu",12/4/2010,2010,12/9/2010,Clogged pipe from grease,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Waikele stream and the West Loch of Pearl Harbor near the mouth of Waikele stream. The public is advised to remain out of these areas until signs have been removed. CWB was notified of a 5250 gal discharge that occurred near midnight, from a manhole at the intersection of Awamoi and Waipahu streets. Approximately 4700 gals entered into a stormdrain that leads to Waikele Stream. The flow has been stopped, and warning signs and water sampling will be taken at first light Saturday morning.
",5250,Closed,21.38716,-158.01343
245,Point,Sewage Spill,Waste Water Spill Pearl Harbor,11/21/2010,2010,11/23/2010,Ruptured Line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"A sewerline ruptured near Pier Mike 1.  12,500 gals was contained and vacummed but approximately 4,200 gals entered into a storm drain that empties into Pearl Harbor.  Military and private contractor dive activities near Pier Mike 1 should be postphoned for several days until bacteria levels return to normal.",12500,Closed,21.35269,-157.94424
246,Point,Sewage Spill,"Wastewater discharge, Nuuanu stream",11/14/2010,2010,11/16/2010,Clogged pipe from grease,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Nuuanu stream below the area where Beretania Street meets Aala Park, and the areas of Honolulu Harbor near the mouth of Nuuanu Stream. The public is advised to remain out of these areas until warning signs have been removed. A wastewater discharge of approximately 2250 gallons was discharged at the Beretania side of Aala Park, with approximately 850 gallons entering a storm drain that empties into Nuuanu Stream and eventually Honolulu Harbor. Warning signs will be posted at first light Monday morning.",2250,Closed,21.31513,-157.86298
247,Point,Sewage Spill,"Wastewater discharge, Gulick Avenue",11/7/2010,2010,11/10/2010,Clogged pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Kalihi Stream below 1550 Gulick Avenue, and the areas in Keehi Lagoon from the mouth of Kalihi Stream to the boat ramp. The public is advised to stay out of these waters until the warning signs have been removed. CWB was notified by City and County of Honolulu ENV of a wastewater discharge due to a clogged pipe fronting 1550 Gulick Avenue.  Approximately 1550 gals entered into the stream. The discharge has been stopped, collection of water samples and posting of warning signs will be performed at first light Monday morning.",1550,Closed,21.33801,-157.87256
248,Point,Sewage Spill,"Wastewater discharge, Nuuanu",11/6/2010,2010,11/8/2010,Clogged pipe,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Nuuanu Stream between 3231 Pelekane Drive and Hawaii Baptist Academy. The public is advised to stay out of these waters until the warning signs have been removed. CWB was notified by City and County of Honolulu ENV of a wastewater discharge due to a clogged pipe fronting 3231 Pelekane Drive. The area was secured at 4:32pm. Approximately 600 gals entered into the stream. The discharge has been stopped, collection of water samples and posting of warning signs will be performed at first light Sunday morning.

",600,Closed,21.33863,-157.83185
249,Point,Sewage Spill,"Wastewater discharge, Waipahu",10/14/2010,2010,10/17/2010,Clogged pipe from grease,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the canal that runs between Waipahu Field and Ted Makalena Golf course, follows the Pearl Harbor bike path, and empties into Middle Loch.. Affected areas also include areas of Middle Loch adjacent to the canal mouth. Stay out of these areas until warning signs have been removed. CWB was notified by ENV of a wastewater spill from a manhole fronting 94-307 Hilihua Way. Approximately 8250 gals entered into a nearby canal. The flow has been stopped, water samples have been taken and signs will be posted at first light.  .
",8250,Closed,21.39067,-158.00092
250,Point,Sewage Spill,"1000 gal Waste Water Discharge Palolo Valley, OAHU",9/21/2010,2010,9/23/2010,Grease blockage in main line.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,CWB has been notified of a 2000 gal waste water overflow on an empty lot at 3472 Kaau Street.  An estimated 1000 gal entered into a storm drain located at the intersection of 9th Ave and Kaau Street.  The other 1000 gal percolated into the ground.  The public is advised to stay out Palolo Stream.  Warning signs will be posted.,1000,Closed,21.28726,-157.79955
251,Point,Sewage Spill,"5000 gal wastewater overflow Manoa, Oahu",9/9/2010,2010,9/15/2010,Roots in 6 inch line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"5000 gal overflow from manhole, 4600 gal entering into storm drain near intersection of Nehoa and Manoa Rd opposite of Punahou HS track field.  Warning signs will be posted and water samples collected. Public advised to stay out of Ala Wai Canal and waters of Ala Wai Yacht Harbor.",4600,Closed,21.30497,-157.83025
252,Point,Sewage Spill,"Sewage Spill, Kahala",8/19/2010,2010,8/23/2010,Clogged line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"ADVISORY: The public is advised to stay out of Kapakahi Stream in Kahala, from Hiikala Place to Waialae Country Club until the removal of warning signs, and/or the removal of this warning.
EVENT: Sewage discharge discovered at approximately 7am at 1487 Hiikala Place flowed into Kapakahi Stream..
AMOUNT:  Estimated >1000 gallons.
ACTIONS: Flow has been stopped, warning signs have been posted.
",1000,Closed,21.28621,-157.78276
253,Point,Sewage Spill,"Wastewater discharge, Metcalf Street",8/12/2010,2010,8/13/2010,Debris clogging line,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"ADVISORY: As a precaution, the public is advised to stay out of the Ala Wai canal and the area fronting Rockpiles.

EVENT: Wastewater discharge from manhole fronting 2112 Metcalf Street flowed into storm drain at Metcalf and Wilder.  The stormdrain eventually empties into the Ala Wai Canal.

AMOUNT:  2300 gals entered into storm drain

ACTIONS: Flow has been stopped, warning signs have been posted and water samples are being collected.
",2300,Closed,21.29931,-157.82667
254,Point,Sewage Spill,"Wastewater discharge, Alapai Street",8/4/2010,2010,8/6/2010,Grease,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of Honolulu Harbor from the Maritime Center to the Coast Guard building until warning signs have been removed. CWB was notified by ENV of a wastewater spill occurring at approximately 12:25pm, from a manhole on Alapai Street between King and South Beretania Streets. Approximately 2440 gals entered into a storm drain that empties into Honolulu Harbor near Pier 5. The spill has been stopped warning signs have been posted and samples are being collected.
",2440,Closed,21.30413,-157.85362
255,Point,Sewage Spill,"Wastewater discharge, Waipahu",8/4/2010,2010,8/9/2010,Contractor error,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public is advised to stay out of the canal that runs between Waipahu Field and Ted Makalena Golf course, follows the Pearl Harbor bike path, and empties into Middle Loch.. Affected areas also include areas of Middle Loch adjacent to the canal mouth. Stay out of these areas until warning signs have been removed. CWB was notified by ENV of a wastewater spill from a manhole fronting 94-230 Kahulio Place. Approximately 4000 gals entered a storm drain that empties into the canal at the western edge of Waipahu Field. The flow has been stopped, warning signs have been posted and water sampling is being performed. This warning will be applicable until its removal.
",400,Closed,21.38942,-157.99719
256,Point,Sewage Spill,"Wastewater discharge, Aina Haina",8/3/2010,2010,8/8/2010,Roots clogging pipe.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,The public is advised to stay out of the canal between 5197 Poola Street and the waters fronting Wailupe Beach Park to the boat ramp at Wailupe Circle until warning signs have been removed.  CWB was notified at approximately 8:00pm by City County of Honolulu ENV of a wastewater spill from a manhole fronting 5197 Poola Street. Approximately 4500 gals entered into a storm drain which leads to a canal that empties into the ocean. Warning signs have been posted and water samples will be taken at first light tomorrow morning. This warning will be applicable until its removal. This warning will be applicable until its removal.,4500,Closed,21.28229,-157.76046
257,Point,Sewage Spill,Wastewater Overflow into Kalihi Stream,7/31/2010,2010,8/5/2010,Manhole Overflow,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"ADVISORY: The public is advised to stay out of Kalihi Stream behind Kuhio Park Terrace and the waters fronting Keehi Lagoon Beach Park The public is advised to stay out of these waters until the warning signs have been removed. EVENT: wastewater discharge due to a clogged pipe LOCATION: manhole fronting 2128 Kealoha Place. TIME: ENV received the call at 3:40 and the area secured at 1:50pm. AMOUNT: total spill is approximately 5400 gals with approximately 5200 gals entering into the stream. ACTIONS: The discharge has been stopped, collection of water samples and posting of warning signs are being performed. 
",5400,Closed,21.33723,-157.87503
258,Point,Sewage Spill,"Wastewater discharge, Aina Haina",7/29/2010,2010,8/2/2010,Roots clogging pipe.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB has been notified of a wastewater discharge at 5231 Poola Street in Aina Haina. The spill of 4550 gals occurred at approximately 6pm. Approximately 3500 gals entered into a storm drain which leads to a drainage ditch that empties into Wailupe Beach. The discharge from a manhole fronting the address was due to roots clogging a pipe. The discharge has been stopped. Warning signs will be posted, and water samples will be drawn tomorrow morning. The public is advised to stay out of the canal between 5231 Poola street and the waters fronting Wailupe Beach park until warning signs have been removed.",3500,Closed,21.28132,-157.76004
259,Point,Sewage Spill,"Sewage spill Middle Loch, Pearl Harbor",7/27/2010 10:00,2010,7/31/2010 10:00,Force main break due to construction activity,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"The public and military personnel are advised to stay out of Middle Loch, Pearl Harbor and the canal alongside the Pearl Harbor bike path until warning signs have been removed.   A wastewater discharge at north-east edge of Ted Makalena Golf Course (near the 14th hole) entered into a drainage canal alongside the Pearl Harbor bike path, which leads to Middle Loch, Pearl Harbor.  Approximately 7,000 gals entered the receiving wates. The flow has been stopped, the areas cleaned and disinfected, warning signs have been posted and water samples are being taken.",7000,Closed,21.38296,-157.99395
260,Point,Sewage Spill,Watsewater Overflow into Kalihi Stream,7/22/2010,2010,7/26/2010,Manhole Overflow,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB has been notified of a manhole overflow in the rear of Kuhio Park Terrace.  Approximately 3000 gallons entered into Kalihi Stream, which flows into Keehi Lagoon.  Warning signs have been posted along Kalihi Stream and at Keehi Lagoon.  Water samples will be collected.  The public is advised to stay out of Kalihi Stream and where the Kalihi Stream enters into Keehi Lagoon.  ",3000,Closed,21.33772,-157.97721
261,Point,Sewage Spill,Sewage Discharge Kaneohe Bay,7/20/2010,2010,7/26/2010,Overflow from Private Residence,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB has been notified of a sewage spill from a private residence at 45-021 Likeke Place, East of Kokokahi YWCA.  Approximately 50 gallons entered into Kaneohe Bay.  The public is advised to stay out of waters fronting Kokokahi YWCA and Likeke Place.  Warning signs have been posted and water samples will be collected.",50,Closed,21.41155,-157.77809
262,Point,Sewage Spill,"500 gal Waste Water Discharge Nanakuli, Oahu",5/22/2010,2010,5/26/2010,Manhole overflow due to concrete in line.,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,"CWB has been notified by C&C Environmental Services of a 850 gallons manhole overflow near 89-319 Mano Ave in Nanakuli.  City crews were able to recover 350 gallons.  500 gallons entered into a drainage ditch that flows to Nanakuli Beach Park.  A sand bar blocks the drainage ditch from entering the ocean.  The public is advised to stay out of the drainage ditch.  C&C Environmental Services believe the sewer system at the discharge site is the responsiblility of Hawaiian Homes.   C&C and DOH will be making the necessary contacts for follow up action.  Although not their responsibility, C&C crews took the initiative to free the flow, clean up, and disinfect the manhole spill site.  ",850,Closed,21.38081,-158.13944
263,Point,Sewage Spill,"Waste Water Discharge Mokauea Island, Oahu",1/6/2009,2009,12/29/2010,No sewage system on Island,<Null>,<Null>,<Null>,No,Oahu,No,Honolulu,UPDATE 6/15/2010.  CWB has been notified that 3 houses have septic systems in place.  2 other houses have been vacated.  Status of community restroom for volunteers to island unknown.  UPDATE 5/26/2010.  Several septic systems have been installed on Mokauea Island but not every residence has one.  Until then the public is advised to stay away from waters around the island.,,Closed,21.30812,-157.89216
264,Point,Sewage Spill,"Wastewater Discharge at Nawiliwili Stream, Kaua‘i",3/13/2021 0:40,2021,3/25/2021 17:22,Heavy rain,<Null>,<Null>,Nawiliwili Stream,No,Kauai,No,Kauai,"Updated: 3/15/2021.

The public is advised to remain out of waters of Nawiliwili stream due to a wastewater discharge.

Location:  Nawiliwili Stream
Volume: 200 gallons
Time reported: 1:15 PM
Status: Stopped
Cause: Heavy rain
Warning signs have been posted

The public is advised to remain out of the affected waters until the warning signs have been removed.",200,Closed,21.96001,-159.352294
